p_id,c_id
835315w,1747689w
489229w,884w
3825559w,38w
4065167w,159w
4070581w,218w
4143781w,212w
4228425w,159w
26267357w,1049w
65531591w,419w
65531613w,419w
65531619w,419w
65531634w,419w
65531638w,419w
65531645w,419w
65531681w,419w
65531692w,419w
65559537w,155w
65617157w,419w
65643572w,262w
65643583w,262w
65643588w,262w
65643599w,262w
65643680w,262w
65832535w,79w
65920626w,114w
108076655w,1008w
109717512w,858w
109892063w,858w
43147152w,29w
43147160w,29w
43147287w,29w
43147347w,29w
43147631w,29w
43149071w,29w
61115366w,224w
106595017w,29w
2992054w,39w
3108848w,39w
3324044w,39w
3505818w,39w
3581829w,142w
3585406w,29w
3585745w,159w
3695769w,668w
3774528w,29w
208379w,23792w
5735400w,794w
64819281w,145w
64821771w,183w
64821778w,183w
64822252w,183w
64823003w,183w
64824434w,183w
64824453w,213w
64825462w,183w
64828705w,142w
64828709w,142w
64829589w,142w
64832437w,142w
65531487w,298w
65531490w,298w
65531563w,736w
65531594w,419w
65531604w,419w
65531648w,419w
65531670w,419w
65562358w,739w
65617103w,419w
65643552w,262w
65643568w,262w
65643592w,262w
65921576w,1025w
65920620w,114w
65920627w,114w
65920628w,114w
65953935w,889w
65953936w,889w
65953994w,398w
65954005w,398w
65954050w,398w
65954051w,398w
65965423w,148w
65966784w,148w
65966995w,29w
65967162w,148w
602572w,142w
611070w,218w
616757w,96w
619742w,794w
625330w,884w
19852428w,148w
20650698w,142w
23818211w,145w
24434043w,148w
28833066w,16w
18031707w,219060w
2340680w,31w
2378783w,159w
2402686w,233w
2520725w,142w
2546376w,38w
2585609w,159w
2612448w,31w
2752519w,31w
2884459w,96w
2887007w,142w
2889253w,29w
2901819w,39w
2945654w,142w
2984058w,29w
769555w,55w
790099w,424w
821621w,29w
830054w,212w
2229969w,142w
2243021w,213w
66080814w,29w
66087934w,17w
66089900w,17w
66089910w,17w
66092178w,17w
66092177w,17w
66124363w,17w
66124366w,17w
66124374w,17w
66133227w,833w
66134031w,842w
66145768w,851w
66197428w,884w
66198237w,884w
66213344w,881w
97288841w,29w
97359098w,668w
97631410w,29w
103810663w,17w
2052044w,38w
65921577w,1025w
65924964w,1028w
65926578w,1028w
65926581w,1028w
65936194w,1041w
65936193w,1041w
65937476w,258w
65937857w,1049w
65944715w,948w
65953998w,398w
65954002w,398w
65954001w,398w
65954007w,398w
65954033w,398w
65965430w,148w
65966770w,148w
65970866w,29w
65998155w,668w
65998809w,668w
66004184w,668w
66023673w,794w
66023233w,252w
66051672w,148w
66054714w,183w
66054725w,183w
66057937w,794w
66057942w,794w
66057940w,794w
66057986w,796w
66057989w,796w
66057599w,252w
66057596w,252w
66057622w,148w
66065252w,29w
643631w,145w
106922413w,29w
844875w,241w
845924w,15180w
845924w,159w
845924w,34266w
2198662w,252w
2278207w,96w
2295734w,159w
2312403w,30w
2326418w,40w
2326743w,17w
2338956w,17w
959026w,29w
991637w,233w
1006702w,183w
1036938w,17w
1046294w,232w
1787344w,38w
1796353w,229w
1815584w,1009w
1822057w,29w
1904497w,183w
1953791w,55w
1972371w,159w
1975614w,399w
2341843w,31w
2346055w,191w
2372329w,142w
2445825w,159w
2486782w,223w
2562112w,258w
2671145w,31w
473472w,17w
478784w,117w
483295w,884w
498261w,29w
12529433w,232w
12632074w,224w
12722321w,218w
12723948w,218w
12805317w,215w
12907852w,236w
54948065w,45w
55249696w,183w
61120261w,214w
64677110w,213w
64808630w,159w
107719670w,145w
551347w,183w
555702w,29w
568461w,148w
582922w,1008w
423654w,869w
432124w,17w
380384w,837w
386420w,869w
413452w,813w
2760489w,414w
2893739w,142w
2894013w,39w
2942708w,29w
2942804w,29w
2948721w,31w
2963123w,39w
2972673w,29w
2974392w,142w
2993079w,29w
3056346w,252w
710524w,423w
723019w,183w
723019w,1747689w
1165566w,241w
1180030w,258w
1187278w,17w
1203099w,17w
842826w,794w
2071200w,1019w
2092494w,414w
2100704w,142w
2112447w,142w
2126111w,31w
1183360w,858w
1246283w,668w
1258865w,38w
1328958w,43w
1360751w,408w
744455w,29w
745359w,38w
746773w,750w
750251w,155w
5671143w,96w
5748359w,29w
5769353w,29w
5785826w,29w
5847577w,29w
5853681w,96w
5910667w,29w
5912026w,29w
5912070w,29w
6023312w,29w
6032913w,29w
6450569w,794w
6538229w,29w
6870388w,36w
6873175w,884w
6985710w,948w
7082047w,17w
7171560w,668w
7376933w,217w
7414653w,29w
7451561w,884w
1048381w,148w
1095657w,96w
1104673w,213w
1147877w,218w
3079841w,29w
3079849w,29w
3080218w,17w
3089169w,408w
3115300w,39w
3157050w,36w
3179279w,17w
3233690w,142w
3286060w,142w
3323258w,142w
3364404w,96w
3396776w,142w
3437182w,668w
719690w,218w
730019w,41w
738794w,38w
663436w,39w
679979w,230w
681029w,39w
695166w,884w
701847w,17w
1998460w,117w
2000094w,31w
2068929w,96w
106839028w,29w
106861824w,29w
106872241w,29w
106899691w,29w
848793w,148w
849508w,114w
2273958w,183w
2311205w,1008w
2310368w,142w
2310816w,142w
2329350w,142w
2388373w,142w
2390081w,252w
2391522w,801w
1049143w,29w
1049270w,29w
1053521w,29w
1053962w,28025w
1053962w,17w
1112125w,858w
1116933w,1019w
1571159w,836w
1585258w,183w
1609022w,29w
1614748w,29w
1585258w,1747689w
1151821w,17w
1241285w,33w
1258473w,159w
7643009w,155w
9004968w,29w
9007519w,29w
9097441w,29w
9187655w,36w
9187810w,36w
10283905w,45w
10332511w,155w
10344986w,155w
10512403w,34w
10682071w,211w
10788196w,881w
3471746w,29w
3581831w,142w
3585253w,142w
3593036w,664w
3813716w,29w
3896939w,29w
3936889w,668w
4022355w,851w
4082597w,159w
4190958w,159w
2299483w,38w
2302162w,15180w
2302162w,232w
2302162w,34266w
4246014w,232w
4337736w,159w
4397707w,159w
4828216w,142w
4920688w,148w
4955532w,668w
5054949w,29w
5117082w,29w
5117169w,29w
5192604w,96w
5319674w,219w
5366860w,17w
5371873w,423w
5443696w,408w
5637120w,29w
704665w,183w
833416w,218w
852429w,148w
106916523w,29w
106977912w,29w
107509137w,142w
108006770w,851w
108007050w,851w
108028141w,148w
108028146w,148w
108028147w,148w
108040339w,145w
1267419w,183w
1309771w,252w
1324562w,148w
1267419w,1747689w
2423898w,399w
2452386w,142w
2524402w,212w
2551859w,29w
2556527w,183w
2564175w,38w
2660144w,17w
2705507w,38w
2718415w,965w
859735w,38w
909889w,38w
914225w,145w
914743w,142w
775457w,31w
786814w,30w
791665w,801w
797147w,804w
798826w,148w
2586986w,55w
2636724w,30w
2660525w,928w
2660096w,55w
2722026w,38w
2722437w,38w
2744060w,258w
746333w,29w
753891w,96w
2742228w,31w
2820817w,142w
2942496w,29w
2945651w,804w
2946551w,1041w
2971102w,142w
2974657w,142w
3066576w,1028w
3079437w,142w
3121589w,29w
3133545w,17w
3133545w,28025w
3197197w,17w
3298793w,29w
3344274w,39w
3364411w,929w
3364170w,159w
3542515w,39w
3560000w,39w
3574169w,39w
3581858w,142w
3634368w,668w
3737552w,20w
3754535w,29w
890651w,114w
891068w,31w
902329w,41w
953919w,29w
854989w,843w
869275w,17w
869453w,218w
877381w,148w
1415856w,794w
1424316w,1049w
1433981w,183w
1456840w,36w
1487492w,142w
1504607w,41w
3756728w,29w
3776436w,29w
3825847w,38w
3867341w,38w
3936580w,38w
4228740w,159w
4268096w,159w
4297664w,159w
4336883w,159w
4348414w,159w
4390628w,212w
4397709w,159w
4417968w,159w
4450521w,159w
4492012w,159w
5117170w,29w
5175126w,218w
5400383w,29w
1380559w,114w
1422898w,811w
1431547w,142w
1478407w,38w
949388w,225w
954593w,117w
977148w,29w
981723w,142w
995023w,142w
1013468w,43w
1519034w,159w
1544323w,408w
1680814w,30w
1742784w,41w
1746897w,183w
1807728w,805w
1818182w,31w
1746897w,1747689w
5600169w,148w
5637356w,29w
5697252w,96w
5770224w,29w
5785979w,29w
5848754w,414w
5873060w,55w
5911720w,29w
5911879w,29w
5912004w,29w
5912050w,29w
5948387w,29w
6025789w,43w
6032832w,29w
6065681w,29w
6165262w,668w
6553852w,148w
6809163w,668w
7077228w,17w
1139609w,38w
1152972w,230w
1157141w,148w
1165197w,148w
10943140w,17w
10953737w,29w
11077815w,148w
11087935w,148w
11091804w,148w
11253145w,423w
1647575w,29w
1734810w,142w
1740560w,227w
1746863w,183w
1757628w,241w
1789960w,159w
2793194w,142w
2851094w,142w
2886910w,142w
2894392w,29w
2896261w,17w
2906374w,31w
2942729w,29w
2943310w,17w
2972533w,159w
7194595w,16w
7219765w,884w
7361967w,29w
7481070w,881w
7963249w,41w
8343028w,242w
116505071w,159w
1964607w,15180w
1964607w,159w
1964607w,34266w
1968746w,1019w
1971013w,183w
2005868w,31w
2018241w,31w
2031208w,750w
2094477w,159w
2115058w,38w
2119839w,1049w
2144588w,30w
2199749w,55w
2249567w,183w
2983524w,39w
2994323w,159w
3056759w,29w
3108515w,145w
106936971w,29w
106963996w,29w
106965283w,29w
1809766w,142w
1823915w,31w
1880328w,55w
1915216w,41w
1916655w,34w
2095735w,408w
2136628w,858w
2139666w,117w
2145005w,41w
2211082w,38w
2220193w,399w
2272836w,142w
2315459w,142w
108039400w,230w
108039401w,230w
108040344w,145w
108040846w,38w
108040852w,38w
2336343w,31w
2348655w,96w
2392816w,31w
2445843w,774w
2471589w,17w
2487302w,155w
2513127w,29w
2513170w,29w
2547508w,29w
2570888w,869w
2580451w,929w
2580451w,971w
2580451w,1009w
